TreeID,qSpecies,qSiteInfo,Latitude,Longitude
113534,Myoporum laetum :: Myoporum,Sidewalk: Curb side : Cutout,37.73604967,-122.5054357
206498,Crataegus laevigata :: English Hawthorn,Sidewalk: Curb side : Cutout,37.75838342,-122.4654761
214018,Rhamnus alaternus :: Italian Buckthorn,Sidewalk: Curb side : Cutout,37.74207089,-122.4712019
245710,Cordyline australis :: Dracena Palm,Sidewalk: Curb side : Cutout,37.75622803,-122.4333401
198467,Ulmus parvifolia :: Chinese Elm,Sidewalk: Curb side : Cutout,37.76289848,-122.3899589
74038,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.7523965,-122.394132
96956,Eriobotrya deflexa :: Bronze Loquat,Sidewalk: Curb side : Cutout,37.77455179,-122.4836842
34999,Corymbia ficifolia :: Red Flowering Gum,Sidewalk: Curb side : Cutout,37.77718795,-122.4451046
105993,Ulmus parvifolia :: Chinese Elm,Sidewalk: Curb side : Cutout,37.75804115,-122.3903342
50650,Tristania conferta ::,Sidewalk: Curb side : Cutout,37.78164977,-122.4014833
236277,Prunus cerasifera :: Cherry Plum,Sidewalk: Curb side : Cutout,37.76322415,-122.4184567
211932,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.75273106,-122.4654508
31236,Maytenus boaria :: Mayten,Sidewalk: Curb side : Cutout,37.73889261,-122.4721007
229203,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,Sidewalk: Curb side : Cutout,37.75415034,-122.4391256
26572,Eriobotrya deflexa :: Bronze Loquat,Sidewalk: Curb side : Cutout,37.74208066,-122.4057478
128986,Ginkgo biloba :: Maidenhair Tree,Sidewalk: Curb side : Cutout,37.77662108,-122.4215778
135318,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.79071152,-122.3997771
225659,Ginkgo biloba :: Maidenhair Tree,Sidewalk: Curb side : Cutout,37.74447208,-122.4141914
26705,Quercus suber :: Cork Oak,Sidewalk: Curb side : Cutout,37.7327861,-122.3811005
101526,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,Sidewalk: Curb side : Cutout,37.79061474,-122.4314341
41947,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.77558322,-122.4659564
189951,Ceratonia siliqua :: Carob,Sidewalk: Curb side : Cutout,37.7911026,-122.3929193
186135,Pinus Spp :: Pine Spp,Sidewalk: Property side : Yard,37.75405575,-122.4949542
120787,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Cutout,37.78000578,-122.4805135
186331,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Yard,37.75201895,-122.4952563
231295,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.75021981,-122.4262418
131543,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.79313849,-122.414816
45389,Cercis occidentalis :: Western Redbud,Sidewalk: Curb side : Cutout,37.79502547,-122.4220721
27909,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.78146649,-122.3885703
198373,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',Sidewalk: Curb side : Cutout,37.78352637,-122.404328
98589,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.79218889,-122.4230732
240504,Rhus lancea :: African Sumac,Sidewalk: Curb side : Cutout,37.76576966,-122.4506674
1459,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.78714318,-122.4591992
129419,Laurus nobilis :: Sweet Bay: Grecian Laurel,Sidewalk: Curb side : Cutout,37.79547859,-122.4326743
44756,Myoporum laetum :: Myoporum,Sidewalk: Curb side : Cutout,37.76331271,-122.3937543
209795,Maytenus boaria :: Mayten,Sidewalk: Curb side : Cutout,37.75032256,-122.4644669
46434,Lagunaria patersonii :: Primrose Tree,Sidewalk: Curb side : Cutout,37.71854744,-122.4036314
70565,Syagrus romanzoffianum :: Queen Palm,Sidewalk: Curb side : Cutout,37.77856492,-122.3932947
125799,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Property side : Yard,37.80445744,-122.4372682
35676,Ulmus parvifolia :: Chinese Elm,Sidewalk: Curb side : Cutout,37.79738638,-122.4035475
117912,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.77211395,-122.5003594
208045,Liquidambar styraciflua :: American Sweet Gum,Sidewalk: Curb side : Cutout,37.74292467,-122.467893
254806,Acer buergeranum :: Trident Maple,Sidewalk: Curb side : Cutout,37.74999258,-122.4294334
225969,Quercus suber :: Cork Oak,Sidewalk: Curb side : Cutout,37.75192716,-122.4226712
125779,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.78477432,-122.4527697
13094,Tristania conferta ::,Sidewalk: Curb side : Cutout,37.80126575,-122.4256475
200479,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.75451218,-122.3877699
66480,Acacia melanoxylon :: Blackwood Acacia,Sidewalk: Curb side : Cutout,37.78625391,-122.4636674
133073,Pittosporum undulatum :: Victorian Box,Sidewalk: Property side : Yard,37.80144081,-122.4231974
31676,Chamaerops humilis :: Mediterranean Fan Palm,Sidewalk: Curb side : Cutout,37.80619494,-122.4382875
23928,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,Sidewalk: Curb side : Cutout,37.78667577,-122.4317947
237391,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.763545,-122.4164927
203666,Acacia baileyana :: Bailey's Acacia,Sidewalk: Curb side : Cutout,37.72848741,-122.4443172
93965,Washingtonia robusta :: Mexican Fan Palm,Sidewalk: Curb side : Cutout,37.748589,-122.4181633
224126,Eriobotrya japonica :: Edible Loquat,Sidewalk: Curb side : Cutout,37.75696046,-122.4192823
135232,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.80281897,-122.4019923
10381,Pyrus kawakamii :: Evergreen Pear,Sidewalk: Curb side : Cutout,37.77043971,-122.4441072
130197,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.78943238,-122.4154716
59132,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Cutout,37.77465338,-122.469278
106707,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.72094193,-122.4551235
254491,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',Sidewalk: Curb side : Cutout,37.78603239,-122.4416554
221145,Arbutus unedo :: Strawberry Tree,Sidewalk: Curb side : Cutout,37.736584,-122.4381963
240063,Pyrus calleryana :: Ornamental Pear,Sidewalk: Curb side : Cutout,37.757689,-122.4368233
29551,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.7202005,-122.3921001
83564,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.71924463,-122.4378058
5688,Palm (unknown Genus) :: Palm Spp,Sidewalk: Curb side : Cutout,37.74498058,-122.4242488
135783,Prunus cerasifera :: Cherry Plum,Sidewalk: Curb side : Cutout,37.78341759,-122.4201814
142812,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.78077829,-122.4170932
87601,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.72962153,-122.4721207
118727,Laurus nobilis :: Sweet Bay: Grecian Laurel,Sidewalk: Curb side : Yard,37.77451152,-122.5046792
98810,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.74614158,-122.401725
4020,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.74991622,-122.3945374
86558,Arbutus unedo :: Strawberry Tree,Sidewalk: Curb side : Cutout,37.75259766,-122.485044
27744,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.75007129,-122.3913913
95484,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',Sidewalk: Curb side : Cutout,37.77734986,-122.4919816
122216,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Yard,37.7764344,-122.4726186
22096,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.74525249,-122.3872998
46208,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.71190808,-122.3998236
204434,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.74805891,-122.4750626
234941,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.74780677,-122.4375347
240371,Radermachera sinica :: China Doll Tree,Sidewalk: Curb side : Cutout,37.75513664,-122.4247306
94571,Acer palmatum :: Japanese Maple,Sidewalk: Curb side : Cutout,37.7821794,-122.4912608
143036,Olea europaea 'Swan Hill' :: Olive,Sidewalk: Curb side : Cutout,37.80327525,-122.4099094
229909,Magnolia grandiflora :: Southern Magnolia,Sidewalk: Curb side : Cutout,37.75082123,-122.4383878
198438,Ulmus parvifolia :: Chinese Elm,Sidewalk: Curb side : Cutout,37.76435123,-122.389515
65623,Olea europaea :: Olive Tree,Sidewalk: Curb side : Cutout,37.73016228,-122.4264961
90575,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,Sidewalk: Curb side : Cutout,37.77469825,-122.4803426
100903,Corymbia ficifolia :: Red Flowering Gum,Sidewalk: Curb side : Cutout,37.76851229,-122.415723
192598,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.775938,-122.4145206
440,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Cutout,37.75491119,-122.4252841
54558,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.73447811,-122.398385
176939,Laurus nobilis :: Sweet Bay: Grecian Laurel,Sidewalk: Curb side : Cutout,37.71377907,-122.3995343
95472,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.7789324,-122.4901029
183918,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.74557663,-122.4811713
14960,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,Sidewalk: Curb side : Cutout,37.74118531,-122.3843505
8183,Eucalyptus sideroxylon :: Red Ironbark,Sidewalk: Curb side : Cutout,37.77701918,-122.437479
188092,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.77364758,-122.4022825
129983,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.78792222,-122.409945
175078,Agonis flexuosa :: Peppermint Willow,Sidewalk: Curb side : Cutout,37.7270594,-122.4359667
127722,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Cutout,37.79215349,-122.4154843
92117,Tristania conferta ::,Sidewalk: Curb side : Cutout,37.78859166,-122.4292748
167340,Laurus x 'Saratoga' :: Hybrid Laurel,Sidewalk: Curb side : Cutout,37.76048107,-122.4428617
90576,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,Sidewalk: Curb side : Cutout,37.77469239,-122.4805205
24262,Tristania conferta ::,Sidewalk: Curb side : Cutout,37.7824786,-122.4280512
215701,Ulmus spp :: Elm Spp,Sidewalk: Curb side : Cutout,37.74372207,-122.4647933
21380,Pinus radiata :: Monterey Pine,Sidewalk: Curb side : Cutout,37.73849145,-122.4940692
100517,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.7686712,-122.4118261
133720,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.79032664,-122.4519532
120610,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.80735847,-122.4079678
131256,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.79809342,-122.4270775
28550,Washingtonia robusta :: Mexican Fan Palm,Sidewalk: Curb side : Cutout,37.71961479,-122.4385216
218760,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.73383931,-122.4422679
227524,Liquidambar orientalis :: Oriental Sweet Gum,Sidewalk: Curb side : Cutout,37.74900439,-122.4196349
13839,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.78283737,-122.4097206
109720,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.71734837,-122.3970071
84396,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.74447111,-122.3996008
215718,Ulmus spp :: Elm Spp,Sidewalk: Curb side : Cutout,37.74448218,-122.4640058
226341,Albizia julibrissin :: Mimosa Silk Tree,Sidewalk: Curb side : Cutout,37.75594632,-122.4198348
186272,Melaleuca styphelliodes :: Paperbark Tree,Sidewalk: Property side : Yard,37.75211649,-122.4947089
136585,Syzygium paniculatum :: Brush Cherry,Sidewalk: Property side : Yard,37.79610143,-122.4368619
128057,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Cutout,37.80658892,-122.415566
131472,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.78041377,-122.4218532
232659,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.74194959,-122.4213988
66532,Melaleuca quinquenervia :: Cajeput,Sidewalk: Curb side : Cutout,37.74035023,-122.4963365
206401,Corymbia ficifolia :: Red Flowering Gum,Sidewalk: Curb side : Yard,37.73691986,-122.4622292
20116,Ficus nitida :: Laurel Fig,Sidewalk: Curb side : Cutout,37.77365066,-122.4332901
175593,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Property side : Yard,37.7112672,-122.4508326
21817,Ficus nitida :: Laurel Fig,Sidewalk: Curb side : Cutout,37.80695533,-122.4159165
239959,Pyrus calleryana :: Ornamental Pear,Sidewalk: Curb side : Cutout,37.74466494,-122.422925
111187,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.77608926,-122.4171048
132488,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.79654745,-122.4392448
177603,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.71988289,-122.4396107
90594,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.77450632,-122.4847285
132362,Pittosporum eugenioides :: Tarata,Sidewalk: Curb side : Cutout,37.78955041,-122.449941
218340,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Yard,37.74557451,-122.4655903
131188,Melaleuca ericifolia :: Heath Melaleuca,Sidewalk: Curb side : Cutout,37.79205961,-122.4372564
27719,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.75018763,-122.3904601
235435,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.74788267,-122.4115545
238526,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.74175412,-122.4316416
20780,Cupressus macrocarpa :: Monterey Cypress,Sidewalk: Curb side : Cutout,37.7552953,-122.4952476
218646,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.74075431,-122.470133
225631,Ginkgo biloba :: Maidenhair Tree,Sidewalk: Curb side : Cutout,37.74158797,-122.4160672
221223,Betula spp :: Birch,Sidewalk: Property side : Yard,37.76249876,-122.4454671
188095,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.76930223,-122.3891723
87887,Olea europaea :: Olive Tree,Sidewalk: Curb side : Cutout,37.80542031,-122.4354142
8478,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.7842509,-122.4346093
136233,Pyrus kawakamii :: Evergreen Pear,Sidewalk: Curb side : Cutout,37.78954273,-122.4153339
239047,Pyrus calleryana :: Ornamental Pear,Sidewalk: Curb side : Yard,37.77392343,-122.419544
141710,Syagrus romanzoffianum :: Queen Palm,Sidewalk: Curb side : Cutout,37.77848649,-122.4536287
224250,Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,Sidewalk: Curb side : Cutout,37.74070978,-122.4178046
62484,Taxus baccata :: Irish Yew,Sidewalk: Curb side : Cutout,37.72666781,-122.4402602
10171,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',Sidewalk: Curb side : Cutout,37.75462553,-122.42324
101127,Eriobotrya deflexa :: Bronze Loquat,Sidewalk: Curb side : Cutout,37.78251372,-122.4757311
232875,Olea europaea :: Olive Tree,Sidewalk: Curb side : Cutout,37.74958885,-122.4238324
230502,Magnolia grandiflora :: Southern Magnolia,Sidewalk: Curb side : Cutout,37.75754136,-122.4157289
21584,Ficus nitida :: Laurel Fig,Sidewalk: Curb side : Cutout,37.78713266,-122.4245016
119253,Myoporum laetum :: Myoporum,Sidewalk: Curb side : Cutout,37.75375187,-122.4312812
15326,Ficus retusa nitida :: Banyan Fig,Sidewalk: Curb side : Cutout,37.76982443,-122.4202223
245019,Prunus serrulata :: Ornamental Cherry,Sidewalk: Curb side : Cutout,37.77161014,-122.4413656
236917,Prunus cerasifera :: Cherry Plum,Sidewalk: Curb side : Cutout,37.73438192,-122.4161737
198338,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',Sidewalk: Curb side : Cutout,37.78046537,-122.4073806
103858,Syagrus romanzoffianum :: Queen Palm,Sidewalk: Curb side : Pot,37.79031588,-122.4207182
265144,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.77323095,-122.4520788
244815,Washingtonia robusta :: Mexican Fan Palm,Sidewalk: Property side : Yard,37.7639504,-122.4111784
86608,Acer rubrum 'Red Sunset' :: Red Swamp Maple,Sidewalk: Curb side : Cutout,37.76931289,-122.410952
222473,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.7409811,-122.4287627
118477,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Yard,37.77765567,-122.5092288
46624,Quercus agrifolia :: Coast Live Oak,Sidewalk: Curb side : Cutout,37.73177598,-122.3899628
242225,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.76234726,-122.4394365
1194,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.71070357,-122.4538063
208896,Malus floribunda :: Showy Crab Apple: Japanese Crabapple,Sidewalk: Curb side : Cutout,37.74269489,-122.4712467
179702,Syzygium paniculatum :: Brush Cherry,Sidewalk: Property side : Yard,37.72828247,-122.4167212
226760,Ligustrum lucidum :: Glossy Privet,Sidewalk: Curb side : Cutout,37.74835764,-122.4284205
228655,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.75918705,-122.4375577
52909,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',Sidewalk: Curb side : Cutout,37.77630291,-122.4747093
242692,Ulmus parvifolia :: Chinese Elm,Sidewalk: Curb side : Cutout,37.76191164,-122.4329784
220293,Acacia melanoxylon :: Blackwood Acacia,Sidewalk: Curb side : Cutout,37.75733651,-122.4148423
237259,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.73579817,-122.4194085
214515,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.76377411,-122.4704214
7412,Ginkgo biloba :: Maidenhair Tree,Sidewalk: Curb side : Cutout,37.77698984,-122.4073738
222267,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.73974605,-122.4183709
107584,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.72668211,-122.4608672
133537,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.78683833,-122.4517265
36794,Tristania conferta ::,Sidewalk: Curb side : Cutout,37.72180219,-122.3892511
22320,Pyrus calleryana :: Ornamental Pear,Sidewalk: Curb side : Cutout,37.73185107,-122.3918897
60224,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Cutout,37.77669857,-122.410085
129138,Juniperus chinensis :: Juniper,Sidewalk: Property side : Yard,37.79980528,-122.4449045
197825,Syzygium australe :: Eugenia,Sidewalk: Property side : Yard,37.72323942,-122.400747
143496,Ficus retusa nitida :: Banyan Fig,Sidewalk: Curb side : Cutout,37.79611534,-122.4052077
232560,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.75352963,-122.4358957
248462,Prunus cerasifera :: Cherry Plum,Sidewalk: Curb side : Cutout,37.76750461,-122.4520787
133020,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.7899256,-122.4175737
1027,Ulmus pumila :: Siberian Elm,Sidewalk: Curb side : Cutout,37.72045926,-122.4391976
199746,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.72671642,-122.3916021
249402,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.78309204,-122.4158735
134606,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.78928304,-122.4219327
129890,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.78711213,-122.4549189
17270,Eucalyptus Spp :: Eucalyptus,Sidewalk: Curb side : Cutout,37.73156284,-122.3829561
135245,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.80318655,-122.4014357
224042,Eriobotrya deflexa :: Bronze Loquat,Sidewalk: Curb side : Cutout,37.75230645,-122.428681
234564,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.7488395,-122.4069437
231643,Maytenus boaria :: Mayten,Sidewalk: Curb side : Cutout,37.76556332,-122.4468343
175638,Callistemon citrinus :: Lemon Bottlebrush,Sidewalk: Curb side : Cutout,37.71187413,-122.4108595
141033,Ginkgo biloba :: Maidenhair Tree,Sidewalk: Curb side : Cutout,37.78146747,-122.4474647
96633,Olea europaea :: Olive Tree,Sidewalk: Curb side : Cutout,37.7533623,-122.4941269
197290,Quercus virginiana :: Southern Live Oak,Sidewalk: Curb side : Yard,37.76962278,-122.3876144
90917,Pyrus calleryana :: Ornamental Pear,Sidewalk: Curb side : Cutout,37.77826982,-122.4841873
140300,Prunus cerasifera :: Cherry Plum,Sidewalk: Curb side : Cutout,37.77367667,-122.4509681
86453,Prunus serrulata :: Ornamental Cherry,Sidewalk: Curb side : Cutout,37.74393761,-122.4842699
72852,Aesculus x carnea :: Red Horse Chestnut,Sidewalk: Curb side : Cutout,37.75874954,-122.4011492
34717,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.77840365,-122.5083349
128458,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Pot,37.79295203,-122.4014271
12750,Acacia melanoxylon :: Blackwood Acacia,Sidewalk: Curb side : Cutout,37.78614455,-122.4781338
124789,Acacia melanoxylon :: Blackwood Acacia,Sidewalk: Curb side : Cutout,37.79736264,-122.4263475
93041,Ulmus parvifolia :: Chinese Elm,Sidewalk: Curb side : Cutout,37.76244009,-122.4368253
223082,Crataegus phaenopyrum :: Washington Hawthorn,Sidewalk: Curb side : Cutout,37.74914549,-122.4079058
39293,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.76460553,-122.4131317
92999,Magnolia grandiflora :: Southern Magnolia,Sidewalk: Curb side : Cutout,37.78266615,-122.3974387
96244,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.74722247,-122.4224578
22146,Tristania conferta ::,Sidewalk: Curb side : Cutout,37.74259242,-122.3881126
138055,Pittosporum crassifolium :: Karo Tree,Sidewalk: Curb side : Cutout,37.78736364,-122.4319331
175254,Arbutus 'Marina' :: Hybrid Strawberry Tree,Sidewalk: Curb side : Cutout,37.71551597,-122.4351592
5754,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.74069402,-122.4242307
181443,Cupressus macrocarpa :: Monterey Cypress,Sidewalk: Property side : Yard,37.75922317,-122.4953386
180462,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',Sidewalk: Curb side : Cutout,37.72590862,-122.4137362
49944,Olea europaea :: Olive Tree,Sidewalk: Curb side : Cutout,37.74024094,-122.4893862
28688,Acer x freemanii :: Freeman Maple,Sidewalk: Curb side : Cutout,37.72498815,-122.4024107
119546,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.77506371,-122.4898192
7714,Lophostemon confertus :: Brisbane Box,Sidewalk: Curb side : Cutout,37.77523536,-122.4210481
140090,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.78117522,-122.4372591
176249,Eriobotrya deflexa :: Bronze Loquat,Sidewalk: Curb side : Cutout,37.71769406,-122.4001773
225142,Syagrus romanzoffianum :: Queen Palm,Sidewalk: Property side : Yard,37.76407273,-122.4226784
95130,Syagrus romanzoffianum :: Queen Palm,Sidewalk: Curb side : Cutout,37.80351252,-122.445577
191440,Ligustrum lucidum :: Glossy Privet,Sidewalk: Curb side : Yard,37.75209205,-122.4008374
90255,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.77596998,-122.4934887
120200,Maytenus boaria :: Mayten,Sidewalk: Curb side : Cutout,37.77327095,-122.4852456
90695,Yucca gloriosa :: Spanish Dagger,Sidewalk: Curb side : Cutout,37.7736734,-122.5027102
238230,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,Sidewalk: Curb side : Cutout,37.75159918,-122.4280146
134183,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.79311759,-122.4289411
222903,Ceratonia siliqua :: Carob,Sidewalk: Curb side : Cutout,37.74704476,-122.4083213
90752,Agonis flexuosa :: Peppermint Willow,Sidewalk: Curb side : Cutout,37.77349688,-122.5033412
50453,Pistacia chinensis :: Chinese Pistache,Sidewalk: Curb side : Cutout,37.79551286,-122.445431
59984,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',Sidewalk: Curb side : Cutout,37.73909808,-122.3880975
205951,Cedrus atlantica :: Atlas Cedar,Sidewalk: Curb side : Yard,37.74654211,-122.4602903
221134,Arbutus unedo :: Strawberry Tree,Sidewalk: Curb side : Cutout,37.764112,-122.4126879
6357,Platanus racemosa :: California Sycamore,Sidewalk: Curb side : Cutout,37.78152574,-122.4395877
198484,Ulmus parvifolia :: Chinese Elm,Sidewalk: Curb side : Yard,37.75962393,-122.3904833
210372,Metrosideros excelsa :: New Zealand Xmas Tree,Sidewalk: Curb side : Cutout,37.74338111,-122.4626563
103631,Ficus nitida :: Laurel Fig,Sidewalk: Curb side : Cutout,37.76876444,-122.4214174
144172,Tristaniopsis laurina :: Swamp Myrtle,Sidewalk: Curb side : Cutout,37.77685011,-122.501612
133217,Pittosporum undulatum :: Victorian Box,Sidewalk: Curb side : Cutout,37.79734983,-122.3984912
88747,Magnolia grandiflora :: Southern Magnolia,Sidewalk: Curb side : Cutout,37.78573697,-122.4196178
25829,Platanus x hispanica :: Sycamore: London Plane,Sidewalk: Curb side : Cutout,37.80414513,-122.4019184
